0.0,0.219111,0.270194,0.281306,0.3235,0.213472,0.237361,0.195028,0.194556,0.08775,0.052389,0.160139,0.2065,0.357389,0.444806,0.273417,0.380472,0.183861,0.2075,1.099722,0.969667
0.213806,0.0,0.271389,0.2345,0.222444,0.075,0.029333,0.092611,0.092139,0.154333,0.197417,0.172889,0.083528,0.327222,0.414639,0.277333,0.410861,0.135472,0.076583,1.193972,1.103056
0.402944,0.342333,0.0,0.330417,0.20925,0.383194,0.367,0.418806,0.418333,0.403806,0.364972,0.368917,0.357611,0.087194,0.174611,0.273417,0.582,0.274417,0.377222,1.262389,1.117028
0.278528,0.239333,0.186528,0.0,0.237194,0.243806,0.264,0.315806,0.315333,0.272694,0.240556,0.278306,0.226722,0.273722,0.361139,0.204,0.499056,0.136278,0.237833,1.191806,1.046444
0.276333,0.179389,0.228917,0.205806,0.0,0.221806,0.204056,0.255861,0.255389,0.260889,0.26275,0.317583,0.194667,0.199472,0.286889,0.246389,0.536917,0.121194,0.215833,1.234194,1.088833
0.190389,0.074444,0.241278,0.204389,0.235528,0.0,0.082,0.160167,0.159694,0.174944,0.176806,0.231639,0.072528,0.327389,0.414806,0.247222,0.450972,0.105361,0.019833,1.168778,1.054583
0.206694,0.017361,0.253083,0.216194,0.204139,0.049667,0.0,0.103083,0.102611,0.164806,0.193111,0.183361,0.065222,0.308917,0.396333,0.259028,0.421333,0.117167,0.05125,1.200639,1.08475
0.186278,0.102806,0.324972,0.288083,0.276028,0.128222,0.104972,0.0,0.0495,0.126806,0.169889,0.145361,0.137111,0.380806,0.468222,0.330917,0.374806,0.189056,0.129806,1.157917,1.076694
0.169278,0.085806,0.307972,0.271083,0.259028,0.111222,0.087972,0.028889,0.0,0.109806,0.152889,0.128361,0.120111,0.363806,0.451222,0.313917,0.366361,0.172056,0.112806,1.149472,1.059694
0.082583,0.160139,0.259222,0.222333,0.264528,0.1545,0.16675,0.124417,0.123944,0.0,0.061389,0.115028,0.147528,0.346417,0.433833,0.261944,0.34275,0.124889,0.148528,1.089667,0.978667
0.060111,0.192333,0.244111,0.254528,0.296722,0.186694,0.210583,0.16825,0.167778,0.060972,0.0,0.133361,0.179722,0.331306,0.418722,0.247333,0.353694,0.157083,0.180722,1.073639,0.943583
0.156528,0.1935,0.253861,0.278,0.322917,0.218917,0.195667,0.153333,0.146861,0.106361,0.118556,0.0,0.220667,0.341056,0.428472,0.241639,0.267583,0.198028,0.2205,1.044611,0.944583
0.189361,0.054472,0.225417,0.188528,0.212639,0.087917,0.079139,0.130944,0.130472,0.173917,0.175778,0.211222,0.0,0.306917,0.394333,0.231361,0.449194,0.0895,0.08225,1.183306,1.067417
0.37425,0.31425,0.142,0.301722,0.181167,0.3545,0.338917,0.390722,0.39025,0.375111,0.336278,0.340222,0.329528,0.0,0.114611,0.244722,0.553306,0.245722,0.348528,1.233694,1.088333
0.462583,0.401778,0.230333,0.390056,0.268694,0.442833,0.426444,0.47825,0.477778,0.463444,0.424611,0.428556,0.417056,0.117139,0.0,0.333056,0.641639,0.334056,0.436861,1.322028,1.176667
0.235333,0.227361,0.138167,0.192472,0.237389,0.221722,0.252028,0.303833,0.303361,0.236194,0.197361,0.229167,0.21475,0.225361,0.312778,0.0,0.44225,0.136472,0.21575,1.122639,0.959111
0.38375,0.422361,0.487472,0.511611,0.556528,0.447778,0.424528,0.37375,0.361361,0.348444,0.345778,0.27125,0.447889,0.574667,0.662083,0.47525,0.0,0.42525,0.448889,1.121333,1.085861
0.155139,0.121583,0.154917,0.118028,0.160139,0.126056,0.14625,0.198056,0.197583,0.139694,0.141556,0.196389,0.108972,0.242111,0.329528,0.159,0.415722,0.0,0.120083,1.149361,1.014833
0.210111,0.054611,0.261,0.224111,0.241389,0.019722,0.062167,0.140333,0.139861,0.194667,0.196528,0.220611,0.09225,0.346167,0.433583,0.266944,0.458583,0.125083,0.0,1.1885,1.074306
1.101583,1.183417,1.152167,1.203611,1.248528,1.161278,1.200694,1.165083,1.152694,1.092694,1.063611,1.030417,1.170806,1.239361,1.326778,1.125972,1.139361,1.147611,1.155306,0.0,0.624889
0.968111,1.075222,0.999639,1.053944,1.098861,1.053083,1.0925,1.067611,1.057611,0.968972,0.930139,0.935333,1.062611,1.086833,1.17425,0.907111,1.080833,0.997944,1.047111,0.6255,0.0
